Material,Alloy_Type,Density_g_cm3,Yield_Strength_MPa,Tensile_Strength_MPa,Hardness_HB,Corrosion_Resistance_0_10,Thermal_Conductivity_W_mK,Cost_Index_1_10,Melting_Point_C,Machinability,Primary_Application
Steel 40Ch GOST 4543-71 (normalized),Carbon Steel,7.85,330.0,630.0,185.3,3,47.44,2,1495.9,7,General Purpose
Steel 40Ch GOST 4543-71 (Improved),Carbon Steel,7.85,650.0,800.0,235.3,3,51.2,2,1513.1,7,General Purpose
Steel 40Ch GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.85,900.0,1100.0,323.5,4,37.17,3,1558.2,6,Structural
Steel 45Ch GOST 4543-71,Carbon Steel,7.82,835.0,1030.0,229.0,4,40.76,3,1542.1,6,Structural
Steel 45Ch GOST 4543-71 (normalized),Carbon Steel,7.82,350.0,650.0,191.2,3,54.75,2,1494.2,7,General Purpose
Steel 45Ch GOST 4543-71 (Improved),Carbon Steel,7.82,750.0,950.0,279.4,4,44.2,3,1540.9,6,Structural
Steel 45Ch GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.82,1200.0,1400.0,411.8,3,41.88,4,1534.6,6,Structural
Steel 50Ch GOST 4543-71,Carbon Steel,7.86,885.0,1080.0,229.0,3,43.97,3,1558.3,6,Structural
Steel 50Ch GOST 4543-71 (normalized),Carbon Steel,7.86,350.0,650.0,191.2,3,47.59,2,1506.5,8,General Purpose
Steel 50Ch GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.86,1300.0,1500.0,441.2,3,42.98,4,1547.6,6,Structural
Steel 10G2 GOST 4543-71 (normalized),Carbon Steel,7.79,250.0,430.0,126.5,3,51.4,1,1531.9,7,General Purpose
Steel 35G2 GOST 4543-71 (normalized),Carbon Steel,7.79,370.0,630.0,185.3,3,45.89,2,1510.7,7,General Purpose
Steel 35G2 GOST 4543-71 (Quenching and cooling in the water),Carbon Steel,7.79,650.0,800.0,249.0,3,49.27,2,1491.0,7,General Purpose
Steel 40G2 GOST 4543-71 (normalized),Carbon Steel,7.8,390.0,670.0,197.1,3,47.74,2,1501.4,7,General Purpose
Steel 40G2 GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.8,950.0,1120.0,331.0,3,42.54,3,1542.4,6,Structural
Steel 45G2 GOST 4543-71 (normalized),Carbon Steel,7.81,410.0,700.0,205.9,3,49.67,2,1517.6,8,General Purpose
Steel 45G2 GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.81,700.0,850.0,295.0,3,40.72,3,1529.6,7,Structural
Steel 33ChS GOST 4543-71 (normalized),Carbon Steel,7.64,300.0,600.0,176.5,2,51.41,3,1490.3,7,General Purpose
Steel 33ChS GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.64,700.0,900.0,264.7,3,41.5,3,1518.0,6,Structural
Steel 38ChS GOST 4543-71 (Improved),Carbon Steel,7.64,750.0,950.0,279.4,4,41.41,3,1532.6,6,Structural
Steel 30ChMA GOST 4543-71,Carbon Steel,7.82,735.0,930.0,229.0,3,41.38,3,1554.8,6,Structural
Steel 30ChM GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.82,750.0,950.0,279.4,4,49.07,3,1553.2,5,Structural
Steel 35ChM GOST 4543-71,Carbon Steel,7.82,835.0,930.0,241.0,3,42.57,3,1564.4,6,Structural
Steel 35ChM GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.82,850.0,1000.0,270.0,3,42.31,3,1537.1,6,Structural
Steel 18ChG GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.82,735.0,800.0,187.0,3,45.36,2,1527.9,6,General Purpose
Steel 18ChGT GOST 4543-71 (normalized),Carbon Steel,7.8,430.0,700.0,205.9,3,49.04,2,1499.8,7,General Purpose
"Steel 18ChGT GOST 4543-71 (Case hardening,quenching and cooling in the oil)",Carbon Steel,7.8,800.0,1000.0,294.1,3,42.31,3,1552.4,6,Structural
Steel 30ChGT GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.8,1050.0,1250.0,367.6,3,43.85,4,1543.9,5,Structural
"Steel 30ChGT GOST 4543-71 (Case hardening,quenching and cooling in the oil)",Carbon Steel,7.8,800.0,1100.0,323.5,3,44.01,3,1567.4,6,Structural
Steel 20ChGSA GOST 4543-71,Carbon Steel,7.76,635.0,780.0,207.0,3,50.27,1,1514.5,7,General Purpose
Steel 20ChGSA GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.76,650.0,800.0,235.3,3,53.31,3,1483.4,6,General Purpose
Steel 20ChGNR GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.8,1200.0,1300.0,382.4,3,43.35,3,1537.0,6,Structural
Steel 40ChFA GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.81,750.0,900.0,264.7,3,41.29,3,1515.9,7,Structural
Steel 30ChGS GOST 4543-71,Carbon Steel,7.85,835.0,1080.0,229.0,2,44.41,2,1529.0,6,Structural
Steel 20ChN GOST 4543-71,Carbon Steel,7.85,590.0,780.0,197.0,2,45.99,2,1540.4,7,General Purpose
Steel 40ChN GOST 4543-71,Carbon Steel,7.85,785.0,980.0,229.0,3,43.24,3,1538.8,6,Structural
Steel 40ChN GOST 4543-71 (normalized),Carbon Steel,7.85,460.0,780.0,229.4,3,49.74,2,1497.7,7,General Purpose
Steel 40ChN GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.85,1000.0,1200.0,352.9,3,44.63,4,1530.4,6,Structural
Steel 45ChN GOST 4543-71,Carbon Steel,7.82,835.0,1030.0,207.0,3,44.77,3,1544.4,6,Structural
Steel 50ChN GOST 4543-71,Carbon Steel,7.86,885.0,1080.0,207.0,3,44.06,3,1540.8,6,Structural
Steel 30ChN3A GOST 4543-71,Carbon Steel,7.85,785.0,980.0,241.0,2,43.11,3,1549.1,6,Structural
Steel 12ChN2 GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.88,600.0,800.0,235.3,3,57.34,2,1534.5,7,General Purpose
"Steel 12ChN2 GOST 4543-71 (Case hardening,quenching and cooling in the oil)",Carbon Steel,7.88,600.0,800.0,235.3,3,48.22,2,1535.6,8,General Purpose
Steel 12ChN3A GOST 4543-71 (Improved),Carbon Steel,7.85,700.0,950.0,279.4,3,47.18,3,1560.0,6,Structural
Steel 12ChN3A GOST 4543-71 (Quenching and heating),Carbon Steel,7.85,850.0,1000.0,294.1,3,39.53,2,1561.8,6,Structural
Steel 20Ch2N4A GOST 4543-71 (Quenching and heating),Carbon Steel,7.85,450.0,680.0,200.0,3,49.43,2,1496.4,7,General Purpose
"Steel 20Ch2N4A GOST 4543-71 (Case hardening,quenching and cooling in the oil)",Carbon Steel,7.85,850.0,1100.0,323.5,3,45.92,3,1542.2,6,Structural
Steel 20Ch2N4A GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.85,1100.0,1300.0,382.4,3,43.42,3,1521.2,5,Structural
Steel 30ChGS GOST 4543-71 (Annealing),Carbon Steel,7.85,360.0,600.0,176.5,3,49.62,2,1533.4,7,General Purpose
Steel 30ChGSA GOST 4543-71 (Improved),Carbon Steel,7.85,850.0,1100.0,323.5,3,38.94,2,1537.7,6,Structural
Steel 30ChGSA GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.85,1300.0,1500.0,441.2,3,42.72,3,1546.1,6,Structural
Steel 38Ch210 GOST 4543-71 (Quenching and cooling in the oil),Carbon Steel,7.85,700.0,800.0,235.3,2,50.21,1,1486.4,7,General Purpose
Steel 38ChA GOST 4543-71 (Quenched and tempered),Carbon Steel,7.86,785.0,930.0,273.5,3,39.47,2,1552.7,6,Structural
Steel 38Ch2MJuA GOST 4543-71,Carbon Steel,7.86,835.0,980.0,288.2,3,42.68,3,1534.1,6,Structural
Steel 12MCh GOST 20072-74,Carbon Steel,7.85,235.0,410.0,217.0,3,53.83,1,1511.6,6,General Purpose
Steel 12Ch1MF GOST 20072-74,Carbon Steel,7.8,255.0,470.0,217.0,3,48.12,2,1510.6,6,General Purpose
Steel 20Ch1M1F1TR GOST 20072-74,Carbon Steel,7.8,665.0,780.0,229.0,3,51.99,3,1521.0,7,General Purpose
Steel 20Ch1M1F1BR GOST 20072-74,Carbon Steel,7.8,665.0,780.0,229.0,4,52.96,2,1533.6,7,General Purpose
Steel 25Ch1MF GOST 20072-74,Carbon Steel,7.84,735.0,880.0,229.0,3,42.32,3,1557.8,6,Structural
Steel 18Ch3MV GOST 20072-74,Carbon Steel,7.85,440.0,640.0,270.0,3,51.52,2,1524.5,7,General Purpose
Steel 20Ch3MVF GOST 20072-74,Carbon Steel,7.8,735.0,880.0,269.0,3,43.13,3,1535.6,6,Structural
Steel 15Ch5 GOST 20072-74,Carbon Steel,7.63,165.0,390.0,217.0,3,50.07,1,1525.9,7,General Purpose
Steel 15Ch5M GOST 20072-74,Carbon Steel,7.75,215.0,390.0,217.0,3,50.16,2,1521.5,7,General Purpose
Steel 15Ch5VF GOST 20072-74,Carbon Steel,7.85,215.0,390.0,217.0,3,49.77,1,1508.4,7,General Purpose
Steel 12Ch8VF GOST 20072-74,Carbon Steel,7.85,165.0,390.0,217.0,3,50.13,2,1517.1,7,General Purpose
Steel 13Ch14N3V2FR GOST 5949-75,Carbon Steel,7.85,735.0,930.0,302.0,3,44.38,3,1518.6,7,Structural
Steel 10Ch11N23T3MR GOST 5949-75,Carbon Steel,8.12,590.0,880.0,258.8,3,41.82,3,1534.0,6,Structural
Steel 12Ch18N10T GOST 5949-75,Carbon Steel,7.63,196.0,510.0,150.0,3,47.22,2,1523.7,8,General Purpose
Steel 12Ch18N9T GOST 5949-75,Carbon Steel,7.9,196.0,540.0,158.8,3,51.84,2,1486.9,7,General Purpose
Steel 12Ch18N12T GOST 5949-75,Carbon Steel,7.85,196.0,540.0,158.8,3,52.03,2,1482.6,7,General Purpose
Steel 12Ch25N16G7AR GOST 5949-75,Carbon Steel,7.67,325.0,690.0,202.9,3,51.96,2,1531.4,7,General Purpose
Steel 20 GOST 1577-93 (normalized),Carbon Steel,7.86,230.0,475.0,156.0,3,48.63,3,1514.3,7,General Purpose
Steel 20 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,350.0,625.0,156.0,3,44.68,2,1504.1,7,General Purpose
Steel 25 GOST 1577-93 (normalized),Carbon Steel,7.86,260.0,495.0,170.0,3,49.66,2,1507.0,7,General Purpose
Steel 25 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,370.0,625.0,170.0,3,48.53,3,1491.4,7,General Purpose
Steel 30 GOST 1577-93 (normalized),Carbon Steel,7.86,280.0,540.0,179.0,3,49.35,2,1503.1,6,General Purpose
Steel 30 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,400.0,675.0,179.0,3,50.12,2,1498.4,7,General Purpose
Steel 35 GOST 1577-93 (normalized),Carbon Steel,7.86,300.0,575.0,207.0,3,50.18,2,1494.2,7,General Purpose
Steel 35 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,430.0,705.0,187.0,3,48.04,2,1507.7,8,General Purpose
Steel 40 GOST 1577-93 (normalized),Carbon Steel,7.86,320.0,625.0,217.0,3,50.74,2,1507.9,8,General Purpose
Steel 40 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,460.0,725.0,187.0,3,49.53,1,1509.2,7,General Purpose
Steel 45 GOST 1577-93 (normalized),Carbon Steel,7.86,340.0,675.0,229.0,3,50.43,2,1533.3,6,General Purpose
Steel 45 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,500.0,775.0,197.0,3,46.16,1,1502.5,7,General Purpose
Steel 50 GOST 1577-93 (normalized),Carbon Steel,7.86,355.0,710.0,241.0,3,50.18,2,1532.5,8,General Purpose
Steel 50 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,520.0,825.0,207.0,3,42.77,2,1538.0,6,Structural
Steel 55 GOST 1577-93 (normalized),Carbon Steel,7.86,370.0,750.0,255.0,4,47.68,1,1522.4,7,General Purpose
Steel 55 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,550.0,875.0,217.0,3,42.21,2,1532.9,6,Structural
Steel 60 GOST 1577-93 (normalized),Carbon Steel,7.86,380.0,785.0,255.0,3,51.0,2,1505.2,7,General Purpose
Steel 60 GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,580.0,925.0,229.0,3,40.24,3,1488.3,5,Structural
Steel 30Ch GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,650.0,925.0,187.0,3,44.71,3,1520.0,7,Structural
Steel 38ChA GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,750.0,1050.0,207.0,2,42.76,3,1540.8,5,Structural
Steel 40Ch GOST 1577-93 (Quenched and tempered),Carbon Steel,7.86,800.0,1100.0,217.0,3,40.5,3,1539.7,6,Structural
Steel 15L GOST 977-88 (normalized),Carbon Steel,7.82,196.0,392.0,115.3,3,54.52,2,1516.0,7,General Purpose
Steel 20L GOST 977-88 (normalized),Carbon Steel,7.82,216.0,412.0,121.2,3,48.4,2,1498.3,7,General Purpose
Steel 25L GOST 977-88 (normalized),Carbon Steel,7.83,235.0,441.0,129.7,3,53.14,2,1501.9,7,General Purpose
Steel 30L GOST 977-88 (normalized),Carbon Steel,7.81,255.0,471.0,138.5,3,48.35,2,1529.2,6,General Purpose
Steel 35L GOST 977-88 (normalized),Carbon Steel,7.83,275.0,491.0,144.4,3,47.19,2,1522.9,8,General Purpose
Steel 40L GOST 977-88 (normalized),Carbon Steel,7.81,294.0,520.0,152.9,3,47.55,2,1534.3,7,General Purpose
Steel 45L GOST 977-88 (normalized),Carbon Steel,7.8,314.0,540.0,158.8,2,50.73,1,1528.0,7,General Purpose
Steel 50L GOST 977-88 (normalized),Carbon Steel,7.82,334.0,569.0,167.4,2,49.76,2,1521.4,7,General Purpose
Steel 20GL GOST 977-88 (normalized),Carbon Steel,7.82,275.0,540.0,158.8,3,48.8,2,1529.7,7,General Purpose
Steel 35GL GOST 977-88 (normalized),Carbon Steel,7.82,294.0,540.0,158.8,3,54.68,1,1532.7,8,General Purpose
Steel 35GL GOST 977-88 (Quenching and cooling in the water),Carbon Steel,7.82,343.0,589.0,173.2,3,52.82,2,1534.8,7,General Purpose
Steel 20GSL GOST 977-88 (normalized),Carbon Steel,7.82,294.0,540.0,158.8,3,52.65,2,1523.7,7,General Purpose
Steel 30GSL GOST 977-88 (normalized),Carbon Steel,7.82,343.0,589.0,173.2,3,52.81,3,1540.4,7,General Purpose
Steel 30GSL GOST 977-88 (Quenching and cooling in the water),Carbon Steel,7.82,392.0,638.0,187.6,2,47.71,3,1512.5,7,General Purpose
Steel 20G1FL GOST 977-88 (normalized),Carbon Steel,7.82,314.0,510.0,150.0,3,42.58,2,1529.0,7,General Purpose
Steel 20FL GOST 977-88 (normalized),Carbon Steel,7.82,294.0,491.0,144.4,3,45.24,2,1508.5,6,General Purpose
Steel 30ChGSFL GOST 977-88 (normalized),Carbon Steel,7.82,392.0,589.0,173.2,3,49.07,3,1503.2,6,General Purpose
Steel 45FL GOST 977-88 (normalized),Carbon Steel,7.82,392.0,589.0,173.2,3,51.78,2,1530.1,7,General Purpose
Steel 20ChML GOST 977-88 (normalized),Carbon Steel,7.8,245.0,441.0,129.7,3,50.43,2,1513.6,7,General Purpose
Steel 20ChMFL GOST 977-88 (normalized),Carbon Steel,7.82,275.0,491.0,144.4,3,51.95,3,1496.6,7,General Purpose
Steel 20GNMFL GOST 977-88 (normalized),Carbon Steel,7.82,491.0,589.0,173.2,3,48.28,1,1508.0,8,General Purpose
Steel 35ChML GOST 977-88 (normalized),Carbon Steel,7.84,392.0,589.0,173.2,4,47.39,2,1486.7,7,General Purpose
Steel 30ChNML GOST 977-88 (normalized),Carbon Steel,7.82,540.0,687.0,202.1,3,50.97,2,1506.5,7,General Purpose
Steel 35ChGSL GOST 977-88 (normalized),Carbon Steel,7.8,343.0,589.0,173.2,3,48.4,2,1498.7,8,General Purpose
Steel 35ChGSL GOST 977-88 (Quenching and cooling in the water),Carbon Steel,7.8,589.0,785.0,230.9,3,44.94,2,1510.0,7,General Purpose
Steel 20DChL GOST 977-88 (normalized),Carbon Steel,7.82,392.0,491.0,144.4,3,49.61,2,1529.1,7,General Purpose
Steel 08GDNFL GOST 977-88 (normalized),Carbon Steel,7.82,343.0,441.0,129.7,3,47.71,2,1513.2,7,General Purpose
Steel 13ChNDFTL GOST 977-88 (normalized),Carbon Steel,7.82,392.0,491.0,144.4,3,50.34,2,1530.6,6,General Purpose
Steel 12DN2FL GOST 977-88 (normalized),Carbon Steel,7.82,540.0,638.0,187.6,3,47.55,2,1495.8,6,General Purpose
Steel 25L GOST 977-88 (Quenched and tempered),Carbon Steel,7.83,294.0,491.0,144.4,3,48.23,1,1525.7,7,General Purpose
Steel 30L GOST 977-88 (Quenched and tempered),Carbon Steel,7.81,294.0,491.0,144.4,3,47.12,2,1519.8,8,General Purpose
Steel 35L GOST 977-88 (Quenched and tempered),Carbon Steel,7.83,343.0,540.0,158.8,3,51.2,2,1547.7,7,General Purpose
Steel 40L GOST 977-88 (Quenched and tempered),Carbon Steel,7.81,343.0,540.0,158.8,2,51.59,2,1523.9,7,General Purpose
Steel 45L GOST 977-88 (Quenched and tempered),Carbon Steel,7.8,392.0,589.0,173.2,3,48.78,2,1526.3,7,General Purpose
Steel 50L GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,392.0,736.0,216.5,3,51.74,2,1523.2,7,General Purpose
Steel 20GL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,334.0,530.0,155.9,4,49.15,2,1505.9,7,General Purpose
Steel 35GL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,343.0,589.0,173.2,3,49.92,2,1483.8,7,General Purpose
Steel 30GSL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,392.0,638.0,187.6,3,50.23,2,1524.5,7,General Purpose
Steel 30ChGSFL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,589.0,785.0,230.9,3,48.33,2,1479.2,8,General Purpose
Steel 45FL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,441.0,638.0,187.6,3,50.61,2,1515.2,8,General Purpose
Steel 32Ch06L GOST 977-88 (Quenched and tempered),Carbon Steel,7.85,491.0,638.0,187.6,3,48.12,2,1518.6,7,General Purpose
Steel 20GNMFL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,589.0,687.0,202.1,4,49.09,2,1520.7,8,General Purpose
Steel 35ChML GOST 977-88 (Quenched and tempered),Carbon Steel,7.84,540.0,687.0,202.1,2,48.94,2,1514.5,8,General Purpose
Steel 30ChNML GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,638.0,785.0,230.9,3,53.15,2,1548.5,7,General Purpose
Steel 35ChGSL GOST 977-88 (Quenched and tempered),Carbon Steel,7.8,589.0,785.0,230.9,3,49.11,2,1531.4,8,General Purpose
Steel 35NGML GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,589.0,736.0,216.5,3,48.31,2,1503.8,7,General Purpose
Steel 20DChL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,540.0,638.0,187.6,3,51.69,2,1505.3,7,General Purpose
Steel 12DN2FL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,638.0,785.0,230.9,3,56.76,2,1530.1,7,General Purpose
Steel 12DChN1MFL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,735.0,981.0,288.5,3,44.38,4,1516.6,6,Structural
Steel 23ChGS2MFL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1079.0,1275.0,375.0,3,38.75,2,1534.6,6,Structural
Steel 12Ch7G3SL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1079.0,1324.0,389.4,3,39.88,3,1552.0,7,Structural
Steel 25Ch2GNMFL1 GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,491.0,638.0,187.6,3,48.29,3,1505.2,7,General Purpose
Steel 25Ch2GNMFL2 GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1079.0,1275.0,375.0,2,45.41,3,1526.4,6,Structural
Steel 27Ch5GSML GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1177.0,1472.0,432.9,3,41.65,3,1572.6,6,Structural
Steel 30Ch3S3GML GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1472.0,1766.0,519.4,3,43.41,3,1541.1,6,Structural
Steel 03N12Ch5M3TL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1275.0,1324.0,389.4,2,39.18,4,1550.5,6,Structural
Steel 03N12Ch5M3TJuL GOST 977-88 (Quenched and tempered),Carbon Steel,7.82,1422.0,1472.0,432.9,3,38.93,3,1549.5,6,Structural
Steel 40ChL GOST 977-88 (Quenching and cooling in the oil),Carbon Steel,7.84,491.0,638.0,187.6,3,52.32,2,1535.3,7,General Purpose
Steel 50ChFA GOST 14959-79 (heat treated),Carbon Steel,7.86,1080.0,1270.0,373.5,3,41.35,3,1570.3,6,Structural
Steel 55S2 GOST 14959-79 (heat treated),Carbon Steel,7.86,1175.0,1270.0,373.5,3,44.16,3,1529.8,6,Structural
Steel 50ChGA GOST 14959-79 (heat treated),Carbon Steel,7.86,1175.0,1270.0,373.5,3,42.12,3,1536.8,6,Structural
Steel 50ChGFA GOST 14959-79 (heat treated),Carbon Steel,7.86,1325.0,1420.0,417.6,3,42.98,3,1562.3,6,Structural
Grey cast iron 10 GOST1412-85,Carbon Steel,6.8,50.0,100.0,190.0,3,45.57,2,1552.1,7,General Purpose
Grey cast iron 15 GOST1412-85,Carbon Steel,7.0,75.0,150.0,210.0,3,49.32,3,1519.1,7,General Purpose
Grey cast iron 18 GOST1412-85,Carbon Steel,7.05,90.0,180.0,52.9,3,52.13,2,1519.6,7,General Purpose
Grey cast iron 20 GOST1412-85,Carbon Steel,7.1,100.0,200.0,230.0,3,51.89,2,1503.7,7,General Purpose
Grey cast iron 21 GOST1412-85,Carbon Steel,7.15,105.0,210.0,61.8,3,51.86,3,1542.1,7,General Purpose
Grey cast iron 24 GOST1412-85,Carbon Steel,7.2,120.0,240.0,70.6,4,49.64,2,1501.6,7,General Purpose
Grey cast iron 25 GOST1412-85,Carbon Steel,7.2,125.0,250.0,245.0,3,51.43,2,1500.4,7,General Purpose
Grey cast iron 30 GOST1412-85,Carbon Steel,7.3,150.0,300.0,260.0,3,50.37,2,1532.6,7,General Purpose
Grey cast iron 35 GOST1412-85,Carbon Steel,7.4,175.0,350.0,275.0,3,52.49,1,1502.1,8,General Purpose
Nodular cast iron 35 GOST7293-85,Carbon Steel,7.16,220.0,350.0,155.0,3,51.29,2,1539.5,7,General Purpose
Nodular cast iron 40 GOST7293-85,Carbon Steel,7.16,250.0,400.0,171.0,3,51.98,2,1524.4,7,General Purpose
Nodular cast iron 45 GOST7293-85,Carbon Steel,7.16,310.0,450.0,182.0,3,53.37,1,1538.2,7,General Purpose
Nodular cast iron 50 GOST7293-85,Carbon Steel,7.16,320.0,500.0,199.0,4,44.8,2,1513.1,7,General Purpose
Nodular cast iron 60 GOST7293-85,Carbon Steel,7.16,370.0,600.0,234.0,3,50.0,2,1528.9,7,General Purpose
Nodular cast iron 70 GOST7293-85,Carbon Steel,7.16,420.0,700.0,265.0,4,47.03,2,1509.3,7,General Purpose
Nodular cast iron 80 GOST7293-85,Carbon Steel,7.16,480.0,800.0,299.0,3,52.92,3,1509.6,7,General Purpose
Nodular cast iron 100 GOST7293-85,Carbon Steel,7.16,700.0,1000.0,315.0,3,40.65,3,1513.7,6,Structural
Malleable cast iron 30-6,Carbon Steel,7.16,170.0,294.0,131.0,3,52.46,1,1512.9,7,General Purpose
Malleable cast iron 33-8,Carbon Steel,7.16,190.0,323.0,131.0,3,48.8,2,1532.1,7,General Purpose
Malleable cast iron 35-10,Carbon Steel,7.16,190.0,333.0,131.0,3,48.14,3,1533.4,7,General Purpose
Malleable cast iron 37-12,Carbon Steel,7.16,210.0,362.0,136.0,3,47.13,2,1544.5,7,General Purpose
Malleable cast iron 45-7,Carbon Steel,7.16,260.0,441.0,178.0,3,48.09,2,1500.1,7,General Purpose
Malleable cast iron 50-5,Carbon Steel,7.16,290.0,490.0,200.0,3,49.82,2,1504.0,7,General Purpose
Malleable cast iron 55-4,Carbon Steel,7.16,325.0,539.0,216.0,3,49.16,2,1476.0,7,General Purpose
Malleable cast iron 60-3,Carbon Steel,7.16,350.0,588.0,234.0,3,50.85,2,1527.0,7,General Purpose
Malleable cast iron 65-3,Carbon Steel,7.16,380.0,637.0,240.0,3,49.77,3,1496.8,7,General Purpose
Malleable cast iron 70-2,Carbon Steel,7.16,410.0,686.0,263.0,3,46.46,2,1528.9,7,General Purpose
Malleable cast iron 80-1.5,Carbon Steel,7.16,470.0,784.0,295.0,3,46.15,2,1506.5,7,General Purpose
Malleable cast iron 40,Carbon Steel,7.16,180.0,400.0,220.0,2,49.06,1,1531.3,7,General Purpose
NF 13MF4,Carbon Steel,7.86,240.0,360.0,105.9,3,49.49,2,1504.1,7,General Purpose
NF 35MF6,Carbon Steel,7.86,370.0,630.0,185.3,3,50.74,2,1500.7,7,General Purpose
NF XE,Carbon Steel,7.86,180.0,270.0,79.4,3,50.08,2,1497.1,7,General Purpose
NF ZE,Carbon Steel,7.86,202.5,270.0,79.4,3,48.44,1,1540.5,7,General Purpose
NF ZES,Carbon Steel,7.86,202.5,270.0,79.4,4,54.32,2,1514.1,7,General Purpose
NF A34-2,Carbon Steel,7.86,155.0,330.0,97.1,4,50.3,1,1538.1,8,General Purpose
NF A37CP,Carbon Steel,7.86,235.0,360.0,105.9,3,51.76,2,1513.3,7,General Purpose
NF A42CP,Carbon Steel,7.86,255.0,410.0,120.6,3,46.18,2,1538.7,7,General Purpose
NF E24-2,Carbon Steel,7.86,215.0,340.0,100.0,3,49.6,2,1522.8,7,General Purpose
NF E24-3,Carbon Steel,7.86,215.0,340.0,100.0,3,50.24,2,1534.5,6,General Purpose
NF E28-2,Carbon Steel,7.86,275.0,400.0,117.6,3,48.32,3,1509.3,7,General Purpose
NF E28-4,Carbon Steel,7.86,255.0,400.0,117.6,3,49.52,2,1498.5,7,General Purpose
NF A50-2,Carbon Steel,7.86,295.0,490.0,144.1,3,49.84,2,1516.7,7,General Purpose
NF E36-3,Carbon Steel,7.86,355.0,490.0,144.1,3,51.57,2,1528.1,7,General Purpose
NF E36-4,Carbon Steel,7.86,355.0,490.0,144.1,3,54.78,2,1487.0,7,General Purpose
NF A60-2,Carbon Steel,7.86,335.0,590.0,173.5,3,47.39,2,1516.4,7,General Purpose
NF A70-2,Carbon Steel,7.86,365.0,690.0,202.9,3,45.87,3,1505.4,7,General Purpose
NF XC10,Carbon Steel,7.86,350.0,490.0,144.1,3,49.33,2,1522.0,7,General Purpose
NF XC12,Carbon Steel,7.86,500.0,690.0,202.9,4,48.81,2,1501.8,7,General Purpose
NF XC18,Carbon Steel,7.86,270.0,440.0,129.4,3,51.37,2,1483.0,7,General Purpose
NF XC25,Carbon Steel,7.86,305.0,490.0,144.1,3,49.72,3,1546.6,6,General Purpose
NF XC32,Carbon Steel,7.86,365.0,570.0,167.6,3,44.42,2,1523.6,7,General Purpose
NF XC38H1,Carbon Steel,7.86,400.0,630.0,185.3,3,46.62,2,1520.6,7,General Purpose
NF XC42TS,Carbon Steel,7.86,430.0,670.0,197.1,3,49.43,2,1542.4,7,General Purpose
NF XC42H1,Carbon Steel,7.86,430.0,670.0,197.1,2,52.72,2,1492.7,7,General Purpose
NF XC48H1 (heat treated),Carbon Steel,7.86,460.0,710.0,208.8,3,52.92,1,1529.3,7,General Purpose
NF XC55H1,Carbon Steel,7.86,490.0,750.0,220.6,3,44.68,2,1525.0,7,General Purpose
